threshold,gates_met,gates_total,auroc,average_precision,ece,event_sensitivity,alarm_ppv,false_alarms_per_hour,prediction_coverage,events_detected,events_eligible,method,horizon
0.128256394298587,2,7,0.8039635840606715,0.2223539141652024,0.0275564773063262,0.5833333333333334,0.4,0.444650301065308,0.8821140795600833,14,24,map_logistic,600
0.1324255911564668,2,7,0.8039635840606715,0.2223539141652024,0.0275564773063262,0.5416666666666666,0.3947368421052631,0.4261232051875868,0.8821140795600833,13,24,map_logistic,600
0.1335631338108531,2,7,0.8039635840606715,0.2223539141652024,0.0275564773063262,0.5416666666666666,0.3888888888888889,0.4075961093098657,0.8821140795600833,13,24,map_logistic,600
0.1356410256410256,2,7,0.8039635840606715,0.2223539141652024,0.0275564773063262,0.5,0.375,0.3705419175544233,0.8821140795600833,12,24,map_logistic,600
0.1418615377605306,2,7,0.8039635840606715,0.2223539141652024,0.0275564773063262,0.3333333333333333,0.32,0.3149606299212598,0.8821140795600833,8,24,map_logistic,600
0.1436144515894317,2,7,0.8039635840606715,0.2223539141652024,0.0275564773063262,0.25,0.2727272727272727,0.2964335340435386,0.8821140795600833,6,24,map_logistic,600
0.1510599544894452,2,7,0.8039635840606715,0.2223539141652024,0.0275564773063262,0.2083333333333333,0.25,0.2779064381658175,0.8821140795600833,5,24,map_logistic,600
0.211025641025641,2,7,0.8039635840606715,0.2223539141652024,0.0275564773063262,0.0833333333333333,0.25,0.111162575266327,0.8821140795600833,2,24,map_logistic,600
0.2572026792219369,2,7,0.8039635840606715,0.2223539141652024,0.0275564773063262,0.0416666666666666,0.25,0.0555812876331635,0.8821140795600833,1,24,map_logistic,600
0.4623076923076923,2,7,0.8039635840606715,0.2223539141652024,0.0275564773063262,0.0,,0.0,0.8821140795600833,0,24,map_logistic,600
0.4874358974358974,2,7,0.8039635840606715,0.2223539141652024,0.0275564773063262,0.0,,0.0,0.8821140795600833,0,24,map_logistic,600
0.5125641025641026,2,7,0.8039635840606715,0.2223539141652024,0.0275564773063262,0.0,,0.0,0.8821140795600833,0,24,map_logistic,600
0.5376923076923077,2,7,0.8039635840606715,0.2223539141652024,0.0275564773063262,0.0,,0.0,0.8821140795600833,0,24,map_logistic,600
0.5628205128205128,2,7,0.8039635840606715,0.2223539141652024,0.0275564773063262,0.0,,0.0,0.8821140795600833,0,24,map_logistic,600
0.587948717948718,2,7,0.8039635840606715,0.2223539141652024,0.0275564773063262,0.0,,0.0,0.8821140795600833,0,24,map_logistic,600
0.6130769230769231,2,7,0.8039635840606715,0.2223539141652024,0.0275564773063262,0.0,,0.0,0.8821140795600833,0,24,map_logistic,600
0.6382051282051282,2,7,0.8039635840606715,0.2223539141652024,0.0275564773063262,0.0,,0.0,0.8821140795600833,0,24,map_logistic,600
0.6633333333333333,2,7,0.8039635840606715,0.2223539141652024,0.0275564773063262,0.0,,0.0,0.8821140795600833,0,24,map_logistic,600
0.6884615384615385,2,7,0.8039635840606715,0.2223539141652024,0.0275564773063262,0.0,,0.0,0.8821140795600833,0,24,map_logistic,600
0.7135897435897436,2,7,0.8039635840606715,0.2223539141652024,0.0275564773063262,0.0,,0.0,0.8821140795600833,0,24,map_logistic,600
0.7387179487179487,2,7,0.8039635840606715,0.2223539141652024,0.0275564773063262,0.0,,0.0,0.8821140795600833,0,24,map_logistic,600
0.7638461538461538,2,7,0.8039635840606715,0.2223539141652024,0.0275564773063262,0.0,,0.0,0.8821140795600833,0,24,map_logistic,600
0.776290156190246,2,7,0.8039635840606715,0.2223539141652024,0.0275564773063262,0.0,,0.0,0.8821140795600833,0,24,map_logistic,600
0.788974358974359,2,7,0.8039635840606715,0.2223539141652024,0.0275564773063262,0.0,,0.0,0.8821140795600833,0,24,map_logistic,600
0.8141025641025641,2,7,0.8039635840606715,0.2223539141652024,0.0275564773063262,0.0,,0.0,0.8821140795600833,0,24,map_logistic,600
0.8392307692307692,2,7,0.8039635840606715,0.2223539141652024,0.0275564773063262,0.0,,0.0,0.8821140795600833,0,24,map_logistic,600
0.8643589743589744,2,7,0.8039635840606715,0.2223539141652024,0.0275564773063262,0.0,,0.0,0.8821140795600833,0,24,map_logistic,600
0.8894871794871795,2,7,0.8039635840606715,0.2223539141652024,0.0275564773063262,0.0,,0.0,0.8821140795600833,0,24,map_logistic,600
0.9146153846153846,2,7,0.8039635840606715,0.2223539141652024,0.0275564773063262,0.0,,0.0,0.8821140795600833,0,24,map_logistic,600
0.9397435897435896,2,7,0.8039635840606715,0.2223539141652024,0.0275564773063262,0.0,,0.0,0.8821140795600833,0,24,map_logistic,600
0.9648717948717948,2,7,0.8039635840606715,0.2223539141652024,0.0275564773063262,0.0,,0.0,0.8821140795600833,0,24,map_logistic,600
0.99,2,7,0.8039635840606715,0.2223539141652024,0.0275564773063262,0.0,,0.0,0.8821140795600833,0,24,map_logistic,600
1.000001,2,7,0.8039635840606715,0.2223539141652024,0.0275564773063262,0.0,,0.0,0.8821140795600833,0,24,map_logistic,600
