horizon,variant,class_ratio_neg_over_pos,recall_ceiling,ppv_at_ceiling,fa_per_hour_at_ceiling,threshold_at_ceiling,auroc
300,unweighted_baseline,30.561681598897312,0.7391304347826086,0.10240963855421686,2.599592904914219,0.03512820512820513,0.8649208714782485
300,class_weight_balanced,30.561681598897312,0.782608695652174,0.12080536912751678,2.2855481244547833,0.3869230769230769,0.8675644028103046
300,scale_pos_weight_5x,30.561681598897312,0.7391304347826086,0.0625,4.4489677231753415,0.13564102564102565,0.8548346462280889
300,scale_pos_weight_20x,30.561681598897312,0.8260869565217391,0.0815450643776824,3.7336435010177373,0.5125641025641026,0.8481566247959691
600,unweighted_baseline,16.00779423226812,0.9166666666666666,0.1341991341991342,3.7054191755442334,0.03512820512820513,0.8115742102797119
600,class_weight_balanced,16.00779423226812,0.9583333333333334,0.11814345991561181,3.872163038443724,0.13564102564102565,0.8308331426454404
600,scale_pos_weight_5x,16.00779423226812,0.9166666666666666,0.12017167381974249,3.798054654932839,0.31153846153846154,0.801633922831334
600,scale_pos_weight_20x,16.00779423226812,0.9583333333333334,0.11666666666666667,3.9277443260768874,0.3617948717948718,0.7951587068091922
