horizon,variant,recall_ceiling,ppv_at_ceiling,fa_per_hour_at_ceiling,auroc,threshold_at_ceiling
300,lightgbm_jitter_plus_weight,0.782608695652174,0.06666666666666667,4.396626926432102,0.8553438364913776,0.2864102564102564
300,catboost_balanced,0.8260869565217391,0.11728395061728394,2.4949113114277406,0.8415664253779007,0.2612820512820513
300,catboost_balanced_plus_jitter,0.8695652173913043,0.10638297872340426,2.9310846176214014,0.873537186856859,0.1105128205128205
600,lightgbm_jitter_plus_weight,0.9583333333333334,0.11688311688311688,3.779527559055118,0.7992519586370719,0.3617948717948718
600,catboost_balanced,0.9166666666666666,0.12444444444444444,3.64983788791107,0.7894658559707103,0.1105128205128205
600,catboost_balanced_plus_jitter,0.9166666666666666,0.11312217194570136,3.6313107920333487,0.8038088544561037,0.03512820512820513
