horizon,required_votes,total_models,recall,ppv,fa_per_hour,fa_per_hour_ci_high,recall_ci_low,point_estimate_status,risk_controlling_status
300,6,6,0.782608695652174,0.22784810126582278,1.0642628671125327,,,no_point_estimate_under_budget,risk_controlling_threshold_not_found
600,6,6,0.9583333333333334,0.18518518518518517,2.445576655859194,,,no_point_estimate_under_budget,risk_controlling_threshold_not_found
