horizon,status,required_votes,total_models,threshold,gates_met,all_gates_met,auroc,event_sensitivity,alarm_ppv,false_alarms_per_hour,prediction_coverage,ece
300,no_threshold_meets_all_5_gates,4,6,0.6666666666666666,0,False,0.8630823752749982,0.8260869565217391,0.12179487179487179,2.3902297179412617,0.8821140795600833,0.21033246098672093
600,no_threshold_meets_all_5_gates,6,6,1.0,1,False,0.796362219825003,0.9583333333333334,0.18518518518518517,2.445576655859194,0.8821140795600833,0.3964026555504092
