feature,mean_abs_shap,nhóm,share_%,tương quan giá trị–SHAP
hr_300_std,0.00567518535548656,HR,0.1804299840842943,0.5483632732466975
rr_60_mean,0.0054570654409204725,EtCO2/RR,0.17349534314334614,-0.439418574166892
hr_60_min,0.005425190010723913,HR,0.1724819342407655,0.6571319733905683
dbp_300_slope,0.0052594129158927295,SBP/DBP,0.16721141764820804,-0.19527969458770542
dbp_600_mean,0.005015780378102125,SBP/DBP,0.15946565919937122,-0.5120343767584004
etco2_300_slope,0.00485935790539454,EtCO2/RR,0.15449255215648489,0.5091193341049899
etco2_300_mean,0.004670564989373784,EtCO2/RR,0.14849029836226815,-0.4644249408663439
bt_ppv_cur,0.0045560849462179245,Beat (ART waveform),0.144850658232345,0.35874097462225174
sbp_600_slope,0.004471349631963247,SBP/DBP,0.1421566860632125,0.6929231701237916
hr_60_max,0.004362023738143372,HR,0.138680910727901,-0.1353141909482356
rr_600_std,0.004302140134980954,EtCO2/RR,0.1367770438251117,0.6590511125263193
dbp_60_std,0.004153622034777531,SBP/DBP,0.13205523884828801,-0.45896558501115436
spo2_age,0.004139942791149608,SpO2,0.13162033750930618,0.059445530199387815
map_600_slope,0.004129410383307148,MAP,0.1312854828639778,0.6661601410077831
bt_co_lz_cur,0.004111579664620146,Beat (ART waveform),0.13071859454449813,0.6462882571624896
map_300_max,0.004060654871562191,MAP,0.12909955322242753,-0.834295696828412
spo2_300_std,0.003958855554629442,SpO2,0.12586306877593964,0.4705770709199859
etco2_600_min,0.003848010579542571,EtCO2/RR,0.12233899760680804,-0.5497907173037807
bt_sv_lz_d300,0.003750704768050724,Beat (ART waveform),0.11924537424139496,-0.41097565961467014
hr_300_min,0.0036414396331711646,HR,0.11577153060239774,0.47151710068863223
dbp_600_max,0.003470511350493415,SBP/DBP,0.11033724336924391,-0.5088704160625515
sbp_300_max,0.0034417411825017905,SBP/DBP,0.10942255942014385,0.18295459725917013
hr_300_mean,0.003195102770697518,HR,0.10158123584585767,-0.39502747680950256
bt_dpdt_cur,0.002925763403354276,Beat (ART waveform),0.09301818552785646,-0.4792833790636149
map_600_max,0.002878176274926391,MAP,0.09150525788108634,-0.767203839436003
sbp_60_min,0.0028134735152499407,SBP/DBP,0.08944817654058956,0.43035695651593425
etco2_600_max,0.002731096493018481,EtCO2/RR,0.08682918105777869,-0.24752952659457597
hr_60_mean,0.0027192757543396608,HR,0.08645336677893363,-0.2156096577527243
etco2_60_mean,0.0023551563116133924,EtCO2/RR,0.07487699329672336,0.18200086275038593
sbp_300_mean,0.002266676718526138,SBP/DBP,0.07206398005177544,0.4296334127291181
rr_600_min,0.0022157909565044447,EtCO2/RR,0.07044617963529827,-0.49726135439034974
cvp_cur,0.00217547607065609,Thở máy / CVP,0.06916445687976808,-0.2274454701143932
sbp_60_mean,0.002076222607809676,SBP/DBP,0.06600891224114645,-0.5489392036012197
map_300_slope,0.001977317170565826,MAP,0.06286443230790416,0.4024837807653913
sbp_60_std,0.0019180477351198133,SBP/DBP,0.06098009151119862,-0.4671076818835241
spo2_300_max,0.0018811708563553952,SpO2,0.059807672597671876,-0.4331775917106333
sbp_age,0.001729065811506993,SBP/DBP,0.054971828638036985,0.11121039948719742
hr_600_min,0.001671466200006694,HR,0.05314057620568899,0.2504973906808941
rr_600_max,0.0016407997265461562,EtCO2/RR,0.0521656034124115,0.11885082875111448
dbp_60_max,0.0016304191230209905,SBP/DBP,0.05183557505007434,-0.233062253318813
bt_pp_cur,0.001619064382554817,Beat (ART waveform),0.051474576155190264,-0.38890547168956324
sbp_600_missing,0.0015450550496262313,SBP/DBP,0.049121612872769144,0.6761488204430429
bt_pp_d300,0.00146840412236452,Beat (ART waveform),0.046684665932788305,-0.36887286010474035
spo2_600_slope,0.0013923328029789219,SpO2,0.04426614634509848,-0.3137434416368277
hr_300_max,0.00137339369783023,HR,0.043664019326067165,-0.3372156303452284
cvp_d300,0.0011102443139640369,Thở máy / CVP,0.035297765861435015,-0.009044110299561653
rr_age,0.0010464256771377455,EtCO2/RR,0.03326879325427303,0.0017249387786324917
spo2_600_mean,0.0008446734452877824,SpO2,0.026854526635392034,0.39672863534851016
spo2_60_std,0.000841136763283682,SpO2,0.02674208564223678,0.4922409561316972
spo2_300_mean,0.0008053603773979728,SpO2,0.0256046544692247,-0.27320925059154305
rr_600_mean,0.0007174155941024563,EtCO2/RR,0.022808644320416734,-0.0641013828998371
dbp_60_mean,0.0007053508696403853,SBP/DBP,0.02242507305246363,-0.4243235701928993
sbp_600_max,0.0006499030497475758,SBP/DBP,0.02066223208179886,-0.1647119082017478
spo2_600_missing,0.0006045773324979236,SpO2,0.019221201008856426,0.7971181055429125
rr_300_slope,0.0005867510235711282,EtCO2/RR,0.018654452887963083,-0.33259369032040037
spo2_600_min,0.0005655913998845642,SpO2,0.0179817293862883,-0.3389657492116379
dbp_300_max,0.0005214878604649384,SBP/DBP,0.01657955475813258,-0.6092264887465042
bt_dpdt_d300,0.0005184988990542091,Beat (ART waveform),0.01648452733154023,-0.004085607043808984
hr_age,0.0005079693066029176,HR,0.01614976219535593,0.02916709708589024
hr_60_missing,0.0004927183269004477,HR,0.015664890979242035,-0.8138514972466417
etco2_60_max,0.0004916423742578073,EtCO2/RR,0.01563068344133327,0.25562879068808675
spo2_current,0.0004819112890392209,SpO2,0.015321305079018632,-0.34660675433262206
etco2_current,0.0004770917136626957,EtCO2/RR,0.015168077324503301,0.3381105836507421
etco2_60_std,0.0004557698512006699,EtCO2/RR,0.014490195799285522,0.2362430844662361
etco2_age,0.00041648703263278796,EtCO2/RR,0.013241285343499803,0.027122159650218993
etco2_60_min,0.00041648583881142117,EtCO2/RR,0.013241247388586137,0.24515742391047593
spo2_60_slope,0.0003963452424428602,SpO2,0.01260092160984933,-0.3910804294019472
rr_300_std,0.0003017203938245762,EtCO2/RR,0.009592533537789261,0.38980560566251526
rr_300_mean,0.0002616334264638692,EtCO2/RR,0.00831805694718989,0.14131250710005736
map_age,0.0002101591571345006,MAP,0.006681546240650616,0.2056111196624863
hr_600_missing,0.00020722376788165066,HR,0.0065882220224978295,0.21190912899677675
hr_current,0.000136038389689757,HR,0.004325040143904074,0.16748174793973292
dbp_60_min,0.00012075893860727527,SBP/DBP,0.003839263743144989,0.24938617046354622
sex,0.00011420717618843069,Static,0.0036309649273515345,0.1551832413020413
spo2_600_std,8.106161352225011e-05,SpO2,0.002577174968131566,-0.17538708152748267
rr_600_slope,5.4893306618837516e-05,EtCO2/RR,0.001745211445824573,-0.156962475981561
bt_valid_frac_cur,5.3194964689673975e-05,Beat (ART waveform),0.0016912164151684514,0.11406969907712135
map_60_std,0.0,MAP,0.0,
map_60_missing,0.0,MAP,0.0,
map_300_missing,0.0,MAP,0.0,
map_600_missing,0.0,MAP,0.0,
dbp_60_missing,0.0,SBP/DBP,0.0,
sbp_300_missing,0.0,SBP/DBP,0.0,
sbp_60_missing,0.0,SBP/DBP,0.0,
etco2_60_slope,0.0,EtCO2/RR,0.0,
spo2_60_max,0.0,SpO2,0.0,
etco2_300_missing,0.0,EtCO2/RR,0.0,
etco2_60_missing,0.0,EtCO2/RR,0.0,
spo2_60_missing,0.0,SpO2,0.0,
spo2_60_mean,0.0,SpO2,0.0,
spo2_60_min,0.0,SpO2,0.0,
dbp_age,0.0,SBP/DBP,0.0,
hr_300_missing,0.0,HR,0.0,
dbp_300_missing,0.0,SBP/DBP,0.0,
spo2_300_missing,0.0,SpO2,0.0,
spo2_300_min,0.0,SpO2,0.0,
spo2_300_slope,0.0,SpO2,0.0,
rr_current,0.0,EtCO2/RR,0.0,
rr_300_missing,0.0,EtCO2/RR,0.0,
rr_300_max,0.0,EtCO2/RR,0.0,
rr_600_missing,0.0,EtCO2/RR,0.0,
rr_60_slope,0.0,EtCO2/RR,0.0,
rr_60_std,0.0,EtCO2/RR,0.0,
rr_60_min,0.0,EtCO2/RR,0.0,
rr_60_max,0.0,EtCO2/RR,0.0,
rr_60_missing,0.0,EtCO2/RR,0.0,
etco2_600_missing,0.0,EtCO2/RR,0.0,
etco2_300_max,0.0,EtCO2/RR,0.0,
bt_ppv_d300,0.0,Beat (ART waveform),0.0,
bt_valid_frac_d300,0.0,Beat (ART waveform),0.0,
peep_d300,0.0,Thở máy / CVP,0.0,
emop,0.0,Static,0.0,
preop_htn,0.0,Static,0.0,
