horizon,policy,threshold,cal_recall,cal_ppv,cal_fa_per_hour
300,max_recall_within_fa_budget,0.13564102564102565,0.35384615384615387,0.26744186046511625,0.48938373899533927
600,max_recall_within_fa_budget,0.175317505569676,0.273972602739726,0.28205128205128205,0.45751633986928103
