horizon,member,raw_mean_cal,calibrated_mean_cal,prevalence_cal
300,lgbm_plain,0.03287494003779985,0.025194699576538047,0.025116519937856033
300,lgbm_jitter,0.034728076002044396,0.025117174312317428,0.025116519937856033
300,catboost_balanced_jitter,0.11160858994750117,0.02519243728137859,0.025116519937856033
300,logistic_map,0.034538950720077226,0.025141639352930945,0.025116519937856033
600,lgbm_plain,0.06459754114129185,0.05525712543180721,0.05528322440087146
600,lgbm_jitter,0.06819100947983,0.05525622905857571,0.05528322440087146
600,catboost_balanced_jitter,0.14141465634837028,0.055289875493028426,0.05528322440087146
600,logistic_map,0.06314484483008638,0.055347275932653095,0.05528322440087146
